곡 명, 아티스트, 작곡가, 작사가, 편곡자, 스트리밍 수, 좋아요 수, 발매시점, 기획사, 발매사, 장르, 재생시간
인생길, 다별, , , , 515, 3, 2022.10.26, 다별(Dabyeol), (주)케이디지털미디어(KDIGITAL MEDIA), 가요 / 트로트, 03:22
사과, 최승우, , , , 274, , 2022.10.26, SHUV(music studio), 빅밴드, 가요 / 트로트, 03:29
정말일까, 정영봉, 정영봉, 정영봉, 전한준 & 신광재 & 이철기, 239, , 2022.10.26, 비트스토어, 빅밴드, 가요 / 트로트, 03:16
대한민국 파이팅 (world cup Ver.), 이정용, , , , 237, 1, 2022.10.26, 이정용, (주)콘텐츠라이크, 가요 / 트로트, 02:38
Ready to Fly, 이승하, , , , 199, 1, 2022.10.26, 푸른별뮤직, 주식회사 야누스뮤직, 가요 / 트로트, 03:38
네폴까지 찍지 말아요, 토토밴드, , , , 190, , 2022.10.26, 토토밴드, 빅밴드, 가요 / 트로트, 03:30
웃어라 인생아, 이금, , , , 250, 2, 2022.10.26, 하람ent, ㈜디지탈레코드, 가요 / 트로트, 03:26
통영아리랑, 가수 홍주연, , , , 180, 1, 2022.10.26, SB엔터테인먼트, 얼스뮤직, 가요 / 트로트, 02:51
선물같은 당신, 최미주, , , , 179, 1, 2022.10.26, , RIAK, 가요 / 트로트, 03:13
어, 주연후, , , , 170, , 2022.10.26, , RIAK, 가요 / 트로트, 03:24
술한잔 올립니다, 한창, , , , 323, 1, 2022.10.26, , RIAK, 가요 / 트로트, 03:48
부모은중 노래 D버전, 김무한, , , , 137, 1, 2022.10.26, , RIAK, 가요 / 트로트, 06:24
누구의 여인이였나, 장형진, , , , 341, , 2022.10.25, 리안엔터테인먼트, 오감엔터테인먼트, 가요 / 트로트, 03:03
신호등 같은 인생, 연시은, , , , 316, 1, 2022.10.25, gg엔터테인먼트, 오감엔터테인먼트, 가요 / 트로트, 03:15
VAMOS, 보미, , , , 402, 5, 2022.10.25, HR엔터테인먼트, 오감엔터테인먼트, 가요 / 트로트, 03:14
여백, 여정인, , , , 474, 6, 2022.10.25, 시노엔터테인먼트, 워너뮤직, 가요 / 트로트, 04:26
남자들은 날 가만 안나둬, 윤수현, 노상곤, 노상곤, 노상곤, 5578, 17, 2022.10.25, ㈜ 아이더블유 ENTERTAINMENT, 카카오엔터테인먼트, 가요 / 트로트, 03:41
보고싶다 사랑아, 유레카, 정의송, 정의송, , 217, , 2022.10.25, EuReKa Entertainment, 오감엔터테인먼트, 가요 / 트로트, 03:46
첫사랑, 백애란, , , , 140, , 2022.10.25, , RIAK, 가요 / 트로트, 03:10
땡겨, 손보라, , , , 162, 2, 2022.10.25, 슈가 케이팝닷컴, RIAK, 가요 / 트로트, 03:53
사랑 또 할래, 박로혜, , , , 187, 2, 2022.10.25, , RIAK, 가요 / 트로트, 03:55
당신뿐인데, 임소희, , , , 138, , 2022.10.25, , RIAK, 가요 / 트로트, 04:24
달빛 엘레지, 안수, , , , 144, , 2022.10.25, , RIAK, 가요 / 트로트, 03:24
꿈 많은 여자, 현수진, , , , 300, , 2022.10.24, 현수진, 오감엔터테인먼트, 가요 / 트로트, 03:36
어깨 펴고 삽시다, 송정임 (Song Jeongim), , , , 275, 3, 2022.10.24, 디지탈아트, 빅밴드, 가요 / 트로트, 02:58
구름같은 인생, 길도 (보길도), , , , 177, , 2022.10.24, 아리수기획, RIAK, 가요 / 트로트, 04:11
우린 더 행복할거야, 허성희, , , , 181, 1, 2022.10.24, , RIAK, 가요 / 트로트, 03:12
사랑에 빠져버린 여자가 천배만배 더 예뻐, 임근재, , , , 1222, , 2022.10.24, , RIAK, 가요 / 트로트, 03:20
머나먼고향, 강성자, , , , 127, , 2022.10.24, 올스타뮤직, RIAK, 가요 / 트로트, 02:57
사랑의 속삭임, 양원숙, , , , 152, , 2022.10.24, , RIAK, 가요 / 트로트, 03:27
자야, 허도, , , , 143, , 2022.10.24, , RIAK, 가요 / 트로트, 03:30
모정, 현당, , , , 151, , 2022.10.24, 세광음반, RIAK, 가요 / 트로트, 03:17
파도속의 그 이름, 김동현, , , , 170, 2, 2022.10.24, , RIAK, 가요 / 트로트, 04:32
약속의 노래, 영조, , , , 142, 1, 2022.10.24, , RIAK, 가요 / 트로트, 04:20
내가 왜 이러는걸까, 파파금파, , , , 601, 2, 2022.10.21, 파파뮤직, 오감엔터테인먼트, 가요 / 트로트, 03:41
울긴 왜 울어, 김영광, , , , 402, 1, 2022.10.21, khs엔터테인먼트, 빅밴드, 가요 / 트로트, 03:46
땡겨, 정대왕, 날아라야옹이, 박진복, 날아라야옹이, 764, 8, 2022.10.21, KSC ENTERTAINMENT, 카카오엔터테인먼트, 가요 / 트로트, 03:29
친구들아, 신이남, , , , 281, , 2022.10.21, 스타트롯, ㈜디지탈레코드, 가요 / 트로트, 03:21
동전인생, 이창배, , , , 374, 1, 2022.10.21, 월드미디어, RIAK, 가요 / 트로트, 02:48
막차, 장주원, , , , 229, , 2022.10.21, , RIAK, 가요 / 트로트, 02:25
좋은 당신, 김용진, , , , 237, 1, 2022.10.21, , RIAK, 가요 / 트로트, 03:38
장미빛 시절은 가고, 한솔미, , , , 229, 1, 2022.10.21, , RIAK, 가요 / 트로트, 04:00
용문사 은행나무, 버디즈 (Buddies), , , , 192, , 2022.10.21, (주)문화집단좋은세상만들기, RIAK, 가요 / 트로트, 04:31
사나이가, 박진광, , , , 185, , 2022.10.21, 케이뮤직(KMUSIC), RIAK, 가요 / 트로트, 03:28
미워도 다시한번, 진국이, , , , 240, , 2022.10.21, 허리우드녹음실, RIAK, 가요 / 트로트, 03:52
사랑은 그런거라고, 서영수, , , , 468, 0, 2022.10.20, 낭만 ENT, 오감엔터테인먼트, 가요 / 트로트, 03:40
광대 (Cover Ver.), 이세창, , , , 664, , 2022.10.20, 이세창, 오감엔터테인먼트, 가요 / 트로트, 03:36
변덕쟁이, 김호연, 최완규, 하율, 송태호, 340, 7, 2022.10.20, 팔월엔터테인먼트, 주식회사 쿠킹뮤직, 가요 / 트로트, 03:14
보릿고개, 이종진, , , , 344, 3, 2022.10.20, 월드미디어, RIAK, 가요 / 트로트, 02:52
꽃 보다 고운 당신, 노남진, , , , 330, 1, 2022.10.20, , RIAK, 가요 / 트로트, 03:29
웃어봐, 서승만, , , , 200, 2, 2022.10.20, 솔담뮤직, RIAK, 가요 / 트로트, 02:23
아모르, 장미, , , , 251, , 2022.10.20, , RIAK, 가요 / 트로트, 03:18
천년역사 소백산아, 이자영, , , , 181, 1, 2022.10.20, , RIAK, 가요 / 트로트, 03:25
엄마의 자랑, 장군, EuReKa, EuReKa, EuReKa, 422, 4, 2022.10.19, EuReKa Entertainment, 오감엔터테인먼트, 가요 / 트로트, 03:20
간장 계란밥, 11시 30분, , , , 282, , 2022.10.19, 디아엔터테인먼트, 예얼(예쁜얼굴), 가요 / 트로트, 02:26
고백 (New Ver.), 장영웅, , , , 299, , 2022.10.19, 장영웅, 오감엔터테인먼트, 가요 / 트로트, 04:57
허미노와 함께, 허미노, , , , 250, , 2022.10.19, 허민호, 오감엔터테인먼트, 가요 / 트로트, 03:09
산사에서 만난 여인, 삼근이, , , , 212, , 2022.10.19, 차니컴퍼니, ㈜디지탈레코드, 가요 / 트로트, 03:22
실없는약속, 심현주, , , , 192, , 2022.10.19, , RIAK, 가요 / 트로트, 03:31
세월에 던진 사랑, 광표, , , , 220, 1, 2022.10.19, , RIAK, 가요 / 트로트, 03:29
사랑을 한다니, 임근재, , , , 2995, , 2022.10.19, , RIAK, 가요 / 트로트, 04:12
별빛같은 나의 사랑아, 김현, , , , 189, , 2022.10.19, 나우 엔터테인먼트, RIAK, 가요 / 트로트, 03:48
대자연은 당신을 사랑해요, HAEXSO, , , , 174, , 2022.10.19, (주)에이치에스(HS), RIAK, 가요 / 트로트, 02:53
지중해, 연혜주, , , , 256, 1, 2022.10.19, , RIAK, 가요 / 트로트, 04:49
여보시게 (Remix) (Rap Ver.), 이대로, , , , 388, 2, 2022.10.18, 이대로, 오감엔터테인먼트, 가요 / 트로트, 03:24
차 한잔 하실래요?, 유영채 (you young chea), , , , 270, 1, 2022.10.18, 철철뮤직, 아토엔터테인먼트, 가요 / 트로트, 03:13
항구의 남자 (Cover Ver.), 최우선, , , , 279, 2, 2022.10.18, 최우선, 오감엔터테인먼트, 가요 / 트로트, 03:27
꽃 보다 인생, 권일혁, , , , 259, 2, 2022.10.18, 엠큐컴퍼니, ㈜다날엔터테인먼트, 가요 / 트로트, 02:55
추억의 붕어빵, 이백길, , , , 235, 2, 2022.10.18, Twohundredroad, 예얼(예쁜얼굴), 가요 / 트로트, 03:08
있을때 잘해, 레이디티 (Lady T), , , , 1052, 5, 2022.10.18, K-WON, 주식회사 쿠킹뮤직, 가요 / 트로트, 03:32
거짓말, 최유리, , , , 436, , 2022.10.18, 에스엠(SM) 미디어, RIAK, 가요 / 트로트, 03:00
우리 사랑이 아름답기를, 주정자, , , , 155, , 2022.10.18, , RIAK, 가요 / 트로트, 04:27
인생길, 최광선, , , , 157, , 2022.10.18, , RIAK, 가요 / 트로트, 03:42
예쁜발자욱, 방정현, , , , 171, 1, 2022.10.18, , RIAK, 가요 / 트로트, 03:37
Aghori, Gatteka, , , , 54, , 2022.11.07, RUMEDIA.IO, FUGA, POP / 일렉트로니카, 03:38
Dreaming, Jackleson, , , , 32, , 2022.11.07, Jackleson, FUGA, POP / 일렉트로니카, 01:54
Deep Memory, KosMat & Lex-Stalker, , , , 23, , 2022.11.07, RUMEDIA.IO, FUGA, POP / 일렉트로니카, 03:22
NECROLITE, danonbit, , , , 13, , 2022.11.07, RUMEDIA.IO, FUGA, POP / 일렉트로니카, 02:05
Moon light, $xMxN|HxMxKx, , , , 13, , 2022.11.07, RUMEDIA.IO, FUGA, POP / 일렉트로니카, 03:12
NEW GENERATION, NXW ERX, , , , 12, , 2022.11.07, RUMEDIA.IO, FUGA, POP / 일렉트로니카, 03:17
New Normal, Aldy Jahya, , , , 8, , 2022.11.07, Aldy Jahya, FUGA, POP / 일렉트로니카, 02:47
Dj Little do You Know Melody Slow, DJ VIIX, , , , 5, , 2022.11.07, DJ VIIX, FUGA, POP / 일렉트로니카, 02:58
bury me alive (Feat. dreamcache), Ashes, , , , 5, , 2022.11.07, Cleopatra Records, 오차드, POP / 일렉트로니카, 01:41
TIOR Sequence 1 (Feat. Eric Harland), Only Ruin, , , , 7, , 2022.11.07, Soulspazm Records Inc, The NIF Music, POP / 일렉트로니카, 09:01
Lost In The Stars (Feat. Jaime Deraz), Theodor Rosenberg & VOWED, , , , 11, , 2022.11.07, Soave Records, Evenfall Music, POP / 일렉트로니카, 02:22
Forever In My Mind (Feat. LPW), Madism, , , , 9, , 2022.11.07, Soave Records, Evenfall Music, POP / 일렉트로니카, 02:33
Safe And Sound (Braaheim & Boehm Remix), Kav Verhouzer, , , , 9, 1, 2022.11.07, Soave Sandcastle, Evenfall Music, POP / 일렉트로니카, 02:37
Not Afraid (Feat. Margret), Jako Diaz, , , , 8, , 2022.11.07, Soave Records, Evenfall Music, POP / 일렉트로니카, 03:27
In My Head, J R & Harddope & Flapjax, , , , 9, , 2022.11.07, Soave Records, Evenfall Music, POP / 일렉트로니카, 02:54
Hurts Too Bad, Edward Snellen & BRACKET MUSIC, , , , 9, , 2022.11.07, Soave Records, Evenfall Music, POP / 일렉트로니카, 02:40
Needu2needme, CTH & Fini, , , , 9, , 2022.11.07, Soave Records, Evenfall Music, POP / 일렉트로니카, 02:37
Replay, Bloome, , , , 13, , 2022.11.07, Soave Records, Evenfall Music, POP / 일렉트로니카, 02:37
Moscow Mule, Blaikz & No ExpressioN & Paul Keen, , , , 8, , 2022.11.07, Soave Records, Evenfall Music, POP / 일렉트로니카, 03:30
More Than A Woman, TWOPILOTS & Yann Muller, , , , 53, , 2022.11.07, Soave Records, Evenfall Music, POP / 일렉트로니카, 02:46
Goyang Lumba Lumba, Rahmat Tahalu, , , , 3, , 2022.11.07, Rahmat Tahalu, FUGA, POP / 일렉트로니카, 07:18
Modulated Feelings, Rodrigo Pantella, , , , 2, , 2022.11.07, Dune Record, 오차드, POP / 일렉트로니카, 02:52
Save the Planet, Elekplunkinkantk & Elektronik Kitchen of Ideas, , , , 3, , 2022.11.07, Love Is The Only Way, FUGA, POP / 일렉트로니카, 04:56
GUNSHOT, NXVER, , , , 2, , 2022.11.07, RUMEDIA.IO, FUGA, POP / 일렉트로니카, 02:03
Kiss Me Can't Sleep, Facta & K-Lone, , , , 2, , 2022.11.07, Wisdom Teeth, FUGA, POP / 일렉트로니카, 05:23
Baldey in Boomer, Tsipak KPSS, , , , 1, , 2022.11.07, Ak Tape 65, FUGA, POP / 일렉트로니카, 02:25
Alice in Borderland (Lalok Remix), Animebro, , , , 1, , 2022.11.07, Ak Tape 65, FUGA, POP / 일렉트로니카, 02:41
What a Pity but It's Just a Dream, DJ Lava, , , , 1, , 2022.11.07, Nicksher Music, FUGA, POP / 일렉트로니카, 07:28
Turn Around, Andrea Monty, , , , 0, , 2022.11.07, Heat Records, 오차드, POP / 일렉트로니카, 02:58
Fanaticos, Stefano Arnaudi, , , , 1, , 2022.11.07, Heat Records, 오차드, POP / 일렉트로니카, 03:28
Hearby, Beatrice Just, , , , 1, , 2022.11.07, Heat Records, 오차드, POP / 일렉트로니카, 03:03
93 Million Miles (Revisited), Claudio Souza Mattos, , , , 1, , 2022.11.07, CSM Records, 오차드, POP / 일렉트로니카, 04:00
Trapped, Yuriy Kozyrev, , , , 0, , 2022.11.07, Liquid Brilliants, 오차드, POP / 일렉트로니카, 04:23
Area 51, Becker, , , , 0, , 2022.11.07, Horizont Audio, 오차드, POP / 일렉트로니카, 06:14
Baby, Boral Kibil, , , , 0, , 2022.11.07, Musics Of Azerbaijan, 오차드, POP / 일렉트로니카, 03:20
Bombshell, Spidemax, , , , 1, , 2022.11.07, Six Records, 오차드, POP / 일렉트로니카, 03:58
Nyaman Reef, Gus Till, , , , 2, , 2022.11.07, Sayan, 오차드, POP / 일렉트로니카, 09:36
1191 Bass, Kris T Reeder, , , , 0, , 2022.11.07, ELR XL, 오차드, POP / 일렉트로니카, 03:15
Hi Izuru Tokoro, Ree.K, , , , 1, , 2022.11.07, Psy-Harmonics, 오차드, POP / 일렉트로니카, 08:14
The Dog Inside, Heat Signature, , , , 1, , 2022.11.07, Dada Drumming, 오차드, POP / 일렉트로니카, 29:58
Hotel (Feat. Knifehandchop), Otto Von Schirach, , , , 4, , 2022.11.07, Bermuda Triangle Records, 오차드, POP / 일렉트로니카, 03:46
06, T.E.F., , , , 1, , 2022.11.07, Dada Drumming, 오차드, POP / 일렉트로니카, 01:51
Traces of Me (Liars Remix), Karin Park, , , , 2, , 2022.11.07, Pelagic Records, 오차드, POP / 일렉트로니카, 07:15
No Retreat, Fakers, , , , 0, , 2022.11.07, Future Cuts, 오차드, POP / 일렉트로니카, 02:36
Redline (Starspear Remix), Alysha Vine, , , , 2, , 2022.11.07, Dog Meat Records, 오차드, POP / 일렉트로니카, 04:52
Life in Rainbows (Single Edit), Popidiot, , , , 1, , 2022.11.07, Seksound Record Label, 오차드, POP / 일렉트로니카, 03:17
Fourth Wall, Turbo Future & MicroDragon, , , , 2, , 2022.11.07, Indiefy, FUGA, POP / 일렉트로니카, 03:22
Christmas in Gangnam (when I first called you Oppa) (Feat. Rachel Philipp), Gangnam Santa, Vamp, Vamp & Gangnam Santa, , 8, , 2022.11.07, K-Algo, 주식회사 사운드리퍼블리카, 가요 / 일렉트로니카, 02:57
Dream (Edit), Actress, , , , 3, 1, 2022.11.07, Ninja Tune, (주)뮤직카로마, POP / 일렉트로니카, 04:06
Renegade (Rampage Anthem 2022) (Feat. Rare Akuma), Murdock, , , , 1, , 2022.11.07, Rampage Recordings, (주)뮤직카로마, POP / 일렉트로니카, 03:53
Feel It Tonight (Cekezz Extended Mix), Jaegher, , , , 2, , 2022.11.07, Castor Recordings, (주)뮤직카로마, POP / 일렉트로니카, 06:35
Future Plan I (Betonkust Remix), Transistorcake, , , , 0, , 2022.11.07, Eskimo Recordings, (주)뮤직카로마, POP / 일렉트로니카, 04:54
King Of The Ring (Original Mix), The3, The3, The3, , 4, , 2022.11.07, HOURGLAXX Records, (주)뮤직카로마, 가요 / 일렉트로니카, 03:04
Ture Believer (Original Mix), Carbonatez, Carbonatez, Carbonatez, , 5, , 2022.11.07, HOURGLAXX Records, (주)뮤직카로마, 가요 / 일렉트로니카, 04:36
Fire to the Fuse | Official Empyrean Music Theme, League of Legends & 잭슨 (Jackson Wang) & 88rising, Jason Walsh & Kole Hicks, Mary Clare, , 1880, 14, 2022.11.07, 라이엇 게임즈, 지니뮤직 &  Stone Music Entertainment, 가요 / 일렉트로니카, 03:46
Take Me Home, Kiko Franco & Different Stage, , , , 2, , 2022.11.07, Armada Music, (주)뮤직트리엔터테인먼트, POP / 일렉트로니카, 04:03
Reasons (Feat. Bobbi Fallon), Black Circle, , , , 1, , 2022.11.07, Armada Music, (주)뮤직트리엔터테인먼트, POP / 일렉트로니카, 03:43
Can't Replace You, Melosense, , , , 3, , 2022.11.07, Armada Music, (주)뮤직트리엔터테인먼트, POP / 일렉트로니카, 02:43
Synchro System (THEMBA's Herd Mix) (Feat. King Sunny Ade & His African Beats), Themba, , , , 2, , 2022.11.07, Armada Music, (주)뮤직트리엔터테인먼트, POP / 일렉트로니카, 03:32
Stand By Me, Low Steppa, , , , 2, , 2022.11.07, Armada Music, (주)뮤직트리엔터테인먼트, POP / 일렉트로니카, 02:54
Closure, Sunnery James & Ryan Marciano & Bruno Martini & Mayra, , , , 1, , 2022.11.07, Armada Music, (주)뮤직트리엔터테인먼트, POP / 일렉트로니카, 03:08
Vulnerability, Pablo Nouvelle, , , , 1, , 2022.11.07, Armada Music, (주)뮤직트리엔터테인먼트, POP / 일렉트로니카, 03:45
Crystalized, ReOrder & Ben York, , , , 2, , 2022.11.07, Armada Music, (주)뮤직트리엔터테인먼트, POP / 일렉트로니카, 03:30
Sincere (Tomac Remix), Lange & Firewall, , , , 2, , 2022.11.07, Armada Music, (주)뮤직트리엔터테인먼트, POP / 일렉트로니카, 03:46
The Capture, Arkham Knights, , , , 1, , 2022.11.07, Armada Music, (주)뮤직트리엔터테인먼트, POP / 일렉트로니카, 03:30
Paralyzed (Feat. Jordan Grace), Carola & Gui2in, , , , 1, , 2022.11.07, Armada Music, (주)뮤직트리엔터테인먼트, POP / 일렉트로니카, 02:53
Set My Mind Free, Matt Guy, , , , 1, , 2022.11.07, Armada Music, (주)뮤직트리엔터테인먼트, POP / 일렉트로니카, 03:01
My Mind, Chris Schweizer, , , , 2, , 2022.11.07, Armada Music, (주)뮤직트리엔터테인먼트, POP / 일렉트로니카, 03:38
Kaleidoscope Colours (Feat. Maybemahri), Jan Blomqvist, , , , 0, , 2022.11.07, Armada Music, (주)뮤직트리엔터테인먼트, POP / 일렉트로니카, 04:16
Chasing Tomorrow (Feat. Anna Graceman) (Together Alone Remix), CARSTN & GoldFish, , , , 1, , 2022.11.07, Armada Music, (주)뮤직트리엔터테인먼트, POP / 일렉트로니카, 02:40
How I Feel, Mina Blue, , , , 0, , 2022.11.07, Kontor New Media, (주)뮤직트리엔터테인먼트, POP / 일렉트로니카, 04:00
Cosmosex, Juno Lilith, , , , 0, , 2022.11.07, Kontor New Media, (주)뮤직트리엔터테인먼트, POP / 일렉트로니카, 03:13
Naughty Boy, Atiano, , , , 5, , 2022.11.07, Kontor New Media, (주)뮤직트리엔터테인먼트, POP / 일렉트로니카, 03:27
Strange World (Radio Edit), Monezz, , , , 3, , 2022.11.07, Kontor New Media, (주)뮤직트리엔터테인먼트, POP / 일렉트로니카, 02:52
OMEN, Frank Spector, , , , 2, , 2022.11.07, Armada Music, (주)뮤직트리엔터테인먼트, POP / 일렉트로니카, 04:04
Tag Your Sponsor (Les Bisous Remix), Tom Staar & Cedric Gervais, , , , 2, , 2022.11.07, Armada Music, (주)뮤직트리엔터테인먼트, POP / 일렉트로니카, 02:41
Rain, mOat, , , , 4, , 2022.11.07, Armada Music, (주)뮤직트리엔터테인먼트, POP / 일렉트로니카, 03:25
Same Way, BRKLYN, , , , 3, , 2022.11.07, Armada Music, (주)뮤직트리엔터테인먼트, POP / 일렉트로니카, 02:15
Just Sayin' (Les Bisous Remix), MAKJ & MADDS & Mila Jam, , , , 3, , 2022.11.07, Armada Music, (주)뮤직트리엔터테인먼트, POP / 일렉트로니카, 03:24
I Don't, Middlestones, , , , 3, , 2022.11.07, Kontor New Media, (주)뮤직트리엔터테인먼트, POP / 일렉트로니카, 02:50
Your Love, Emirkan Kandemir, , , , 5, , 2022.11.07, Kontor New Media, (주)뮤직트리엔터테인먼트, POP / 일렉트로니카, 02:10
Action, La Grande Dame, , , , 4, , 2022.11.07, Kontor New Media, (주)뮤직트리엔터테인먼트, POP / 일렉트로니카, 03:00
Rock It Up, Frej, , , , 3, , 2022.11.07, Kontor New Media, (주)뮤직트리엔터테인먼트, POP / 일렉트로니카, 03:05
Girl Discrete Smile, ASTOR, , , , 5, , 2022.11.07, Kontor New Media, (주)뮤직트리엔터테인먼트, POP / 일렉트로니카, 01:33
Killing Me Softly, Tristan Markham & KHANHLINH, , , , 15, , 2022.11.07, The Miracle, Ingrooves Music Group, POP / 일렉트로니카, 02:27
Kings & Queens, Helleden & Celestina Saffron, , , , 15, , 2022.11.07, The Miracle, Ingrooves Music Group, POP / 일렉트로니카, 02:25
Dj Nan Ko Paham Melodi Full Bass 4d (Remix), BreakBeat, , , , 0, , 2022.11.06, BreakBeat, FUGA, POP / 일렉트로니카, 07:52
Dj Nanti Melodi Full Bass Melodi 4d (Remix), BreakBeat, , , , 0, , 2022.11.06, BreakBeat, FUGA, POP / 일렉트로니카, 07:10
